,VTI_value,cierre_anterior,pct_change_1d,pct_change_5d,pct_change_10d,TPM_value,TPM_var,TDES_value,TDES_var,IPC_value,IPC_var,PIB_value,PIB_var,BC_value,BC_var
2023-05-16,203.5,205.09,-0.7752693939246158,-0.2793159210074947,-0.08837391987431831,5.08,0.0,3.6516129032258067,-0.08800000000000001,303558.67741935485,0.006,27502187.967032965,0.022000000000000002,-65497.8064516129,-0.13999999999999999
2023-05-17,206.14,203.5,1.297297297297284,0.5708152412548184,1.8025581510197952,5.08,0.0,3.6483870967741936,-0.08800000000000001,303576.32258064515,0.006,27508101.032967035,0.022000000000000002,-65406.1935483871,-0.13999999999999999
2023-05-18,208.19,206.14,0.9944697778208944,1.7049340498290322,3.5874216339934373,5.08,0.0,3.645161290322581,-0.08800000000000001,303593.96774193546,0.006,27514014.0989011,0.021,-65314.58064516129,-0.13999999999999999
2023-05-19,207.69,208.19,-0.24016523368076692,1.699147977671145,1.4656309541257517,5.08,0.0,3.641935483870968,-0.08800000000000001,303611.6129032258,0.006,27519927.164835166,0.021,-65222.967741935485,-0.13999999999999999
2023-05-22,208.05,207.69,0.1733352592806714,1.4432688088156453,1.5323800692987222,5.08,0.0,3.632258064516129,-0.089,303664.5483870968,0.006,27537666.362637363,0.021,-64948.12903225807,-0.14100000000000001
2023-05-23,205.85,208.05,-1.05743811583755,1.1547911547911571,0.8722497182339417,5.08,0.0,3.629032258064516,-0.089,303682.1935483871,0.006,27543579.42857143,0.021,-64856.51612903226,-0.14100000000000001
2023-05-24,204.26,205.85,-0.7724070925431148,-0.9120015523430669,-0.34639215494950415,5.08,0.0,3.6258064516129034,-0.089,303699.8387096774,0.006,27549492.494505495,0.021,-64764.903225806454,-0.14100000000000001
2023-05-25,205.65,204.26,0.6805052384216248,-1.220039387098315,0.4640937957987479,5.08,0.0,3.6225806451612903,-0.089,303717.48387096776,0.006,27555405.56043956,0.021,-64673.290322580644,-0.14100000000000001
2023-05-26,208.36,205.65,1.3177729151470974,0.32259617699457177,2.027225541083144,5.08,0.0,3.6193548387096777,-0.089,303735.12903225806,0.006,27561318.626373626,0.021,-64581.67741935484,-0.14200000000000002
2023-05-30,208.43,208.36,0.03359569975043275,0.18264840182649067,1.6285533180554923,5.08,0.0,3.606451612903226,-0.089,303805.70967741933,0.006,27584970.89010989,0.021,-64215.22580645161,-0.14200000000000002
2023-05-31,207.18,208.43,-0.599721729117686,0.6461015302404727,1.808353808353802,5.08,0.0,3.603225806451613,-0.089,303823.3548387097,0.006,27590883.956043955,0.021,-64123.6129032258,-0.14300000000000002
2023-06-01,209.25,207.18,0.9991311902693312,2.4429648487222178,1.5086834190356058,5.08,0.0,3.6,-0.09,303841.0,0.006,27596797.02197802,0.021,-64032.0,-0.14300000000000002
2023-06-02,212.71,209.25,1.6535244922341708,3.4330172623389332,2.1710937124741925,5.08,0.0,3.5966666666666667,-0.093,303857.9,0.006,27602710.087912086,0.021,-64063.0,0.048
2023-06-05,212.15,212.71,-0.2632692398100711,1.8189671722019574,2.147431267754829,5.08,0.0,3.586666666666667,-0.093,303908.6,0.006,27620449.285714287,0.021,-64156.0,0.048
2023-06-06,213.12,212.15,0.4572236625029369,2.2501559276495664,2.436914203316509,5.08,0.0,3.5833333333333335,-0.093,303925.5,0.006,27626362.351648353,0.021,-64187.0,0.048
2023-06-07,212.7,213.12,-0.19707207207207977,2.6643498407182165,3.3276657760505257,5.08,0.0,3.58,-0.093,303942.4,0.006,27632275.41758242,0.021,-64218.0,0.048
2023-06-08,213.7,212.7,0.4701457451810054,2.126642771804055,4.6215607558993455,5.08,0.0,3.5766666666666667,-0.093,303959.3,0.006,27638188.483516484,0.021,-64249.0,0.048
2023-06-09,213.93,213.7,0.10762751520825287,0.5735508438719394,4.02625820568927,5.08,0.0,3.5733333333333333,-0.093,303976.2,0.006,27644101.54945055,0.021,-64280.0,0.048
2023-06-12,215.85,213.93,0.8974898331229886,1.744049021918448,3.5947398732962155,5.08,0.0,3.5633333333333335,-0.093,304026.9,0.006,27661840.747252747,0.021,-64373.0,0.048
2023-06-13,217.44,215.85,0.7366226546212662,2.0270270270270174,4.322794223480297,5.08,0.0,3.56,-0.094,304043.8,0.006,27667753.813186813,0.021,-64404.0,0.048
2023-06-14,217.44,217.44,0.0,2.22849083215797,4.952215464813192,5.08,0.0,3.5566666666666666,-0.094,304060.7,0.006,27673666.87912088,0.021,-64435.0,0.048
2023-06-15,220.09,217.44,1.2187270051508436,2.990173139915786,5.180406212664268,5.07,-0.197,3.5533333333333332,-0.094,304077.6,0.006,27679579.945054945,0.021,-64466.0,0.048
2023-06-16,219.26,220.09,-0.3771184515425574,2.4914691721591,3.0793098584927847,5.08,0.197,3.55,-0.094,304094.5,0.006,27685493.01098901,0.021,-64497.0,0.048
2023-06-20,218.18,219.26,-0.4925659034935581,1.0794533240676474,2.8423285411265597,5.07,-0.197,3.5366666666666666,-0.094,304162.1,0.006,27709145.274725273,0.021,-64621.0,0.048
2023-06-21,216.98,218.18,-0.5500045833715328,-0.21155261221487143,1.8111861861861867,5.07,0.0,3.533333333333333,-0.094,304179.0,0.006,27715058.34065934,0.021,-64652.0,0.048
2023-06-22,217.56,216.98,0.2673057424647407,0.055187637969100756,2.284908321579704,5.07,0.0,3.5300000000000002,-0.094,304195.9,0.006,27720971.406593405,0.021,-64683.0,0.048
2023-06-23,214.94,217.56,-1.2042654899797722,-2.339951837884502,0.580252690687888,5.07,0.0,3.526666666666667,-0.094,304212.8,0.006,27726884.472527474,0.021,-64714.0,0.048
2023-06-26,214.19,214.94,-0.348934586396199,-2.3123232691781404,0.12153508156873549,5.07,0.0,3.5166666666666666,-0.095,304263.5,0.006,27744623.67032967,0.021,-64807.0,0.048
2023-06-27,216.8,214.19,1.218544283113121,-0.6325052708772594,0.4401204540189996,5.07,0.0,3.513333333333333,-0.095,304280.4,0.006,27750536.736263737,0.021,-64838.0,0.048
2023-06-28,216.98,216.8,0.08302583025829868,0.0,-0.21155261221487143,5.07,0.0,3.51,-0.095,304297.3,0.006,27756449.802197803,0.021,-64869.0,0.048
2023-06-29,218.02,216.98,0.4793068485574814,0.21143592572163694,0.2667402501839611,5.07,0.0,3.506666666666667,-0.095,304314.2,0.006,27762362.86813187,0.021,-64900.0,0.048
2023-06-30,220.28,218.02,1.0366021465920472,2.4844142551409654,0.08632832023263148,5.08,0.197,3.5033333333333334,-0.095,304331.1,0.006,27768275.934065934,0.021,-64931.0,0.048
2023-07-03,220.94,220.28,0.2996186671508916,3.1514076287408432,0.7662136276566756,5.08,0.0,3.5193548387096776,0.27599999999999997,304471.93548387097,0.02,27768275.934065934,0.021,-64553.096774193546,-0.316
2023-07-05,220.27,220.94,-0.30324975106362784,1.6005535055350517,0.9579246493720772,5.08,0.0,3.5387096774193547,0.27399999999999997,304595.87096774194,0.02,27768275.934065934,0.021,-64144.1935483871,-0.318
2023-07-06,218.31,220.27,-0.8898170427202978,0.6129597197898518,0.6129597197898518,5.08,0.0,3.5483870967741935,0.27299999999999996,304657.8387096774,0.02,27768275.934065934,0.021,-63939.74193548387,-0.319
2023-07-07,218.04,218.31,-0.12367733956301086,0.009173470323808885,0.22062879205735353,5.08,0.0,3.5580645161290323,0.27299999999999996,304719.8064516129,0.02,27768275.934065934,0.021,-63735.290322580644,-0.32
2023-07-10,218.99,218.04,0.4356998715832061,-0.5856183039767537,1.8842467665395102,5.07,-0.197,3.587096774193548,0.271,304905.70967741933,0.02,27768275.934065934,0.021,-63121.93548387097,-0.32299999999999995
2023-07-11,220.71,218.99,0.7854239919631079,-0.10410066081288916,3.044026331761529,5.08,0.197,3.596774193548387,0.27,304967.67741935485,0.02,27768275.934065934,0.021,-62917.48387096774,-0.32399999999999995
2023-07-12,222.4,220.71,0.7657106610484243,0.9669950515276637,2.58302583025829,5.08,0.0,3.606451612903226,0.269,305029.6451612903,0.02,27768275.934065934,0.021,-62713.032258064515,-0.325
2023-07-13,224.28,222.4,0.8453237410071868,2.734643397004266,3.364365379297629,5.08,0.0,3.6161290322580646,0.268,305091.6129032258,0.02,27768275.934065934,0.021,-62508.58064516129,-0.326
2023-07-14,223.95,224.28,-0.14713750668807757,2.7105118326912425,2.7199339510136644,5.08,0.0,3.625806451612903,0.268,305153.5806451613,0.02,27768275.934065934,0.021,-62304.12903225807,-0.327
2023-07-17,224.8,223.95,0.3795490064746776,2.6530891821544333,2.051933902306158,5.08,0.0,3.6548387096774193,0.265,305339.48387096776,0.02,27768275.934065934,0.021,-61690.77419354839,-0.33
2023-07-18,226.59,224.8,0.7962633451957357,2.6641294005708804,2.5572553634470863,5.08,0.0,3.664516129032258,0.265,305401.4516129032,0.02,27768275.934065934,0.021,-61486.32258064516,-0.331
2023-07-19,227.18,226.59,0.2603821880930335,2.1492805755395583,3.1370590638761575,5.08,0.0,3.6741935483870964,0.264,305463.4193548387,0.02,27768275.934065934,0.021,-61281.87096774194,-0.333
2023-07-20,225.54,227.18,-0.7218945329694582,0.561797752808979,3.311804314964961,5.08,0.0,3.6838709677419352,0.263,305525.3870967742,0.02,27768275.934065934,0.021,-61077.41935483871,-0.334
2023-07-21,225.52,225.54,-0.00886760663295627,0.7010493413708518,3.4305631994129504,5.08,0.0,3.693548387096774,0.263,305587.3548387097,0.02,27768275.934065934,0.021,-60872.967741935485,-0.335
2023-07-24,226.32,225.52,0.3547357218871783,0.6761565836298944,3.3471848029590356,5.08,0.0,3.7225806451612904,0.261,305773.2580645161,0.02,27768275.934065934,0.021,-60259.6129032258,-0.338
2023-07-25,226.89,226.32,0.2518557794273457,0.13239772275916994,2.800054369987759,5.08,0.0,3.7322580645161287,0.26,305835.22580645164,0.02,27768275.934065934,0.021,-60055.16129032258,-0.33899999999999997
2023-07-26,227.06,226.89,0.07492617567985693,-0.05282155119289422,2.0953237410071823,5.08,0.0,3.7419354838709675,0.259,305897.1935483871,0.02,27768275.934065934,0.021,-59850.709677419356,-0.33999999999999997
2023-07-27,225.31,227.06,-0.7707213952259262,-0.101977476279147,0.45924736935973876,5.33,4.920999999999999,3.7516129032258063,0.259,305959.1612903226,0.02,27768275.934065934,0.021,-59646.25806451613,-0.34199999999999997
2023-07-28,227.66,225.31,1.0430074120101107,0.9489180560482424,1.656619781201174,5.33,0.0,3.761290322580645,0.258,306021.12903225806,0.02,27768275.934065934,0.021,-59441.8064516129,-0.34299999999999997
2023-07-31,228.35,227.66,0.3030835456382386,0.8969600565570834,1.5791814946619187,5.33,0.0,3.790322580645161,0.256,306207.03225806454,0.02,27768275.934065934,0.021,-58828.45161290323,-0.346
2023-08-01,227.73,228.35,-0.27151302824611756,0.3702234563004003,0.5031113464848413,5.33,0.0,3.8,0.255,306269.0,0.02,27768275.934065934,0.021,-58624.0,-0.348
2023-08-02,224.5,227.73,-1.4183462872700114,-1.1274552981590746,-1.1796813099744674,5.33,0.0,3.8,0.0,306308.0967741936,0.013,27768275.934065934,0.021,-58705.51612903226,0.13899999999999998
2023-08-03,223.85,224.5,-0.2895322939866385,-0.6479960942701202,-0.7493127604859429,5.33,0.0,3.8,0.0,306347.1935483871,0.013,27768275.934065934,0.021,-58787.032258064515,0.13899999999999998
2023-08-04,222.9,223.85,-0.42439133348223246,-2.0908372133883857,-1.1617594891805583,5.33,0.0,3.8,0.0,306386.29032258067,0.013,27768275.934065934,0.021,-58868.54838709677,0.13899999999999998
2023-08-07,224.61,222.9,0.7671601615073964,-1.6378366542588063,-0.7555673382820705,5.33,0.0,3.8,0.0,306503.5806451613,0.013,27768275.934065934,0.021,-59113.096774193546,0.13799999999999998
2023-08-08,223.57,224.61,-0.4630247985397018,-1.8267246300443518,-1.4632641368063748,5.33,0.0,3.8,0.0,306542.67741935485,0.013,27768275.934065934,0.021,-59194.6129032258,0.13799999999999998
2023-08-09,221.97,223.57,-0.7156595249809827,-1.1269487750556806,-2.2416982295428545,5.33,0.0,3.8,0.0,306581.77419354836,0.013,27768275.934065934,0.021,-59276.12903225807,0.13799999999999998
2023-08-10,222.01,221.97,0.018020453214395715,-0.8219790037971908,-1.4646487062269786,5.33,0.0,3.8,0.0,306620.87096774194,0.013,27768275.934065934,0.021,-59357.645161290326,0.13799999999999998
2023-08-11,221.8,222.01,-0.09459033376874038,-0.4934948407357531,-2.5740138803478807,5.33,0.0,3.8,0.0,306659.96774193546,0.013,27768275.934065934,0.021,-59439.16129032258,0.13699999999999998
2023-08-14,222.9,221.8,0.4959422903516586,-0.7613196206758377,-2.3866871031311576,5.33,0.0,3.8,0.0,306777.2580645161,0.013,27768275.934065934,0.021,-59683.709677419356,0.13699999999999998
2023-08-15,220.37,222.9,-1.1350381336922344,-1.4313190499619766,-3.231897422386154,5.33,0.0,3.8,0.0,306816.3548387097,0.013,27768275.934065934,0.021,-59765.22580645161,0.13699999999999998
2023-08-16,218.55,220.37,-0.8258837409810704,-1.5407487498310557,-2.650334075723826,5.33,0.0,3.8,0.0,306855.4516129032,0.013,27768275.934065934,0.021,-59846.74193548387,0.136
2023-08-17,216.76,218.55,-0.8190345458705228,-2.3647583442187314,-3.1672995309358964,5.33,0.0,3.8,0.0,306894.5483870968,0.013,27768275.934065934,0.021,-59928.25806451613,0.136
2023-08-18,217.01,216.76,0.11533493264439532,-2.1596032461677295,-2.6424405563032827,5.33,0.0,3.8,0.0,306933.6451612903,0.013,27768275.934065934,0.021,-60009.77419354839,0.136
2023-08-21,218.26,217.01,0.5760103221049695,-2.0816509645581016,-2.827122568006779,5.33,0.0,3.8,0.0,307050.93548387097,0.013,27768275.934065934,0.021,-60254.32258064516,0.135
2023-08-22,217.68,218.26,-0.265738110510394,-1.220674320461046,-2.6345216263362614,5.33,0.0,3.8,0.0,307090.03225806454,0.013,27768275.934065934,0.021,-60335.83870967742,0.135
2023-08-23,220.06,217.68,1.0933480338110924,0.6909174102036175,-0.8604766409875175,5.33,0.0,3.8,0.0,307129.12903225806,0.013,27768275.934065934,0.021,-60417.354838709674,0.135
2023-08-24,217.11,220.06,-1.3405434881395895,0.16146890570216677,-2.207107787937468,5.33,0.0,3.8,0.0,307168.22580645164,0.013,27768275.934065934,0.021,-60498.87096774193,0.135
2023-08-25,218.59,217.11,0.6816820966330406,0.728077047140685,-1.4472497745716906,5.33,0.0,3.8,0.0,307207.32258064515,0.013,27768275.934065934,0.021,-60580.3870967742,0.135
2023-08-28,219.99,218.59,0.6404684569284891,0.7926326399706918,-1.3055181695827756,5.33,0.0,3.8,0.0,307324.6129032258,0.013,27768275.934065934,0.021,-60824.93548387097,0.134
2023-08-29,223.19,219.99,1.4546115732533282,2.5312385152517436,1.2796660162454065,5.33,0.0,3.8,0.0,307363.70967741933,0.013,27768275.934065934,0.021,-60906.45161290323,0.134
2023-08-30,224.18,223.19,0.44356826022671214,1.8722166681814034,2.5760695493022068,5.33,0.0,3.8,0.0,307402.8064516129,0.013,27768275.934065934,0.021,-60987.967741935485,0.134
2023-08-31,223.94,224.18,-0.10705682933357386,3.145870756759228,3.3124192655471507,5.33,0.0,3.8,0.0,307441.9032258064,0.013,27768275.934065934,0.021,-61069.48387096774,0.134
2023-09-01,224.68,223.94,0.33044565508619783,2.786037787638951,3.5343993364361115,5.33,0.0,3.8,0.0,307481.0,0.013,27768275.934065934,0.021,-61151.0,0.133
2023-09-05,223.34,224.68,-0.5964037742567263,1.5227964907495783,2.327499312746273,5.33,0.0,3.813333333333333,0.087,307499.4,0.001,27768275.934065934,0.021,-61564.86666666667,0.168
2023-09-06,221.94,223.34,-0.6268469597922488,-0.5600609346296914,1.957001102535827,5.33,0.0,3.8166666666666664,0.087,307504.0,0.001,27768275.934065934,0.021,-61668.333333333336,0.168
2023-09-07,221.18,221.94,-0.342434892313237,-1.3382103666696454,0.5089521039716383,5.33,0.0,3.82,0.087,307508.6,0.001,27768275.934065934,0.021,-61771.8,0.168
2023-09-08,221.42,221.18,0.10850890677276404,-1.125301420023228,1.9851688084381092,5.33,0.0,3.8233333333333333,0.087,307513.2,0.001,27768275.934065934,0.021,-61875.26666666667,0.167
2023-09-11,222.81,221.42,0.6277662361123815,-0.8322948192985624,1.93055492017018,5.33,0.0,3.833333333333333,0.087,307527.0,0.001,27768275.934065934,0.021,-62185.666666666664,0.167
2023-09-12,221.73,222.81,-0.4847179210986985,-0.720874003761085,0.7909450429564924,5.33,0.0,3.8366666666666664,0.087,307531.6,0.001,27768275.934065934,0.021,-62289.13333333333,0.166
2023-09-13,221.76,221.73,0.01352996888106528,-0.08110300081103361,-0.6407097092163694,5.33,0.0,3.84,0.087,307536.2,0.001,27768275.934065934,0.021,-62392.6,0.166
2023-09-14,223.66,221.76,0.8567821067821058,1.1212587033185617,-0.23195646355607114,5.33,0.0,3.8433333333333333,0.087,307540.8,0.001,27768275.934065934,0.021,-62496.066666666666,0.166
2023-09-15,221.03,223.66,-1.1758919788965372,-0.17613585042001167,-1.299455211217293,5.33,0.0,3.8466666666666667,0.087,307545.4,0.001,27768275.934065934,0.021,-62599.53333333333,0.166
2023-09-18,221.05,221.03,0.009048545446321832,-0.789910686234907,-1.615631119814842,5.33,0.0,3.8566666666666665,0.087,307559.2,0.001,27768275.934065934,0.021,-62909.933333333334,0.165
2023-09-19,220.49,221.05,-0.25333634924225024,-0.5592387137509536,-1.276081311005639,5.33,0.0,3.86,0.086,307563.8,0.001,27768275.934065934,0.021,-63013.4,0.164
2023-09-20,218.54,220.49,-0.884393850061238,-1.4520202020201989,-1.5319455708750152,5.33,0.0,3.8633333333333333,0.086,307568.4,0.001,27768275.934065934,0.021,-63116.86666666667,0.164
2023-09-21,214.09,218.54,-2.0362405051706722,-4.278816060091206,-3.2055339542454098,5.33,0.0,3.8666666666666667,0.086,307573.0,0.001,27768275.934065934,0.021,-63220.333333333336,0.164
2023-09-22,213.64,214.09,-0.21019197533748146,-3.343437542415062,-3.5136844006864787,5.33,0.0,3.87,0.086,307577.6,0.001,27768275.934065934,0.021,-63323.8,0.164
2023-09-25,214.5,213.64,0.402546339636789,-2.9631305134585006,-3.729635115120511,5.33,0.0,3.88,0.086,307591.4,0.001,27768275.934065934,0.021,-63634.2,0.163
2023-09-26,211.41,214.5,-1.4405594405594413,-4.118100594131258,-4.654309295088622,5.33,0.0,3.8833333333333333,0.086,307596.0,0.001,27768275.934065934,0.021,-63737.666666666664,0.163
2023-09-27,211.63,211.41,0.1040631947400783,-3.161892559714463,-4.568001443001446,5.33,0.0,3.8866666666666667,0.086,307600.6,0.001,27768275.934065934,0.021,-63841.13333333333,0.16199999999999998
2023-09-28,213.03,211.63,0.6615319189150926,-0.49511887523938647,-4.752749709380311,5.33,0.0,3.8899999999999997,0.086,307605.2,0.001,27768275.934065934,0.021,-63944.6,0.16199999999999998
2023-09-29,212.41,213.03,-0.29103882082336385,-0.5757348811084029,-3.8999230873637103,5.33,0.0,3.893333333333333,0.086,307609.8,0.001,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-02,212.13,212.41,-0.1318205357563218,-1.1048951048951094,-4.035286134358751,5.33,0.0,3.893548387096774,-0.165,307628.6129032258,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-03,209.05,212.13,-1.451939848206285,-1.1163142708481066,-5.188443920359198,5.33,0.0,3.8870967741935485,-0.166,307638.22580645164,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-04,210.56,209.05,0.7223152355895657,-0.5055993951708193,-3.65150544522741,5.33,0.0,3.8806451612903223,-0.166,307647.8387096774,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-05,210.45,210.56,-0.05224164133739162,-1.2110970285875267,-1.7002195338409187,5.33,0.0,3.8741935483870966,-0.166,307657.4516129032,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-06,212.96,210.45,1.1926823473509263,0.2589331952356444,-0.3182924545965027,5.33,0.0,3.867741935483871,-0.167,307667.06451612903,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-09,214.3,212.96,0.6292261457550685,1.0229576203271584,-0.09324009324008786,5.33,0.0,3.8483870967741933,-0.167,307695.9032258064,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-10,215.63,214.3,0.6206252916472144,3.14757235111216,1.9961212809233242,5.33,0.0,3.8419354838709676,-0.168,307705.51612903224,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-11,216.48,215.63,0.39419375782590027,2.8115501519756725,2.2917355762415603,5.33,0.0,3.835483870967742,-0.168,307715.12903225806,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-12,214.74,216.48,-0.8037694013303676,2.0384889522451877,0.8027038445289403,5.33,0.0,3.829032258064516,-0.168,307724.7419354839,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-13,213.53,214.74,-0.5634721058023651,0.26765589782118404,0.5272821430252872,5.33,0.0,3.8225806451612905,-0.168,307734.3548387097,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-16,216.01,213.53,1.1614293073572757,0.7979468035464121,1.82906708150663,5.33,0.0,3.803225806451613,-0.169,307763.1935483871,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-17,216.29,216.01,0.1296236285357244,0.30607985901776047,3.4632862951446963,5.33,0.0,3.796774193548387,-0.16999999999999998,307772.8064516129,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-18,213.09,216.29,-1.4794951222895092,-1.5659645232815933,1.201557750759874,5.33,0.0,3.7903225806451615,-0.16999999999999998,307782.4193548387,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-19,211.08,213.09,-0.9432634098268333,-1.7043867001955815,0.299358517462589,5.33,0.0,3.7838709677419358,-0.16999999999999998,307792.03225806454,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-20,208.47,211.08,-1.2364980102330891,-2.3696904416241282,-2.1083771600300616,5.33,0.0,3.7774193548387096,-0.17099999999999999,307801.6451612903,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-23,207.9,208.47,-0.2734206360627378,-3.7544558122309057,-2.9864675688287434,5.33,0.0,3.7580645161290325,-0.17099999999999999,307830.48387096776,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-24,209.47,207.9,0.7551707551707532,-3.153173979379531,-2.856745350832446,5.33,0.0,3.7516129032258068,-0.172,307840.0967741936,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-25,206.36,209.47,-1.4846994796390844,-3.158289924445068,-4.674796747967469,5.33,0.0,3.7451612903225806,-0.172,307849.70967741933,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-26,204.22,206.36,-1.037022678813726,-3.2499526245973187,-4.898947564496603,5.33,0.0,3.738709677419355,-0.172,307859.32258064515,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-27,203.12,204.22,-0.5386348056018009,-2.5663164963783736,-4.875193181285997,5.33,0.0,3.732258064516129,-0.173,307868.93548387097,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-30,205.46,203.12,1.1520283576211154,-1.1736411736411712,-4.884033146613575,5.33,0.0,3.7129032258064516,-0.173,307897.77419354836,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-10-31,206.79,205.46,0.6473279470456506,-1.2794194872774223,-4.39225114429701,5.33,0.0,3.706451612903226,-0.174,307907.3870967742,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-01,208.86,206.79,1.0010155229943418,1.2114750920721118,-1.9850767281430315,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-02,213.01,208.86,1.986976922340311,4.304181764763482,0.9143452719347911,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-03,215.41,213.01,1.1267076663067588,6.0506104765655655,3.329016165395493,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-06,215.5,215.41,0.04178079012115976,4.886595931081472,3.6556036556036453,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-07,216.14,215.5,0.2969837587006863,4.521495236713569,3.1842268582613187,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-08,216.11,216.14,-0.013879892662149729,3.4712247438475563,4.724752859081227,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-09,214.27,216.11,-0.8514182592198383,0.5915215248110561,4.9211634511800995,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-10,217.46,214.27,1.4887758435618625,0.9516735527598685,7.059866089011413,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-13,217.33,217.46,-0.05978110916949886,0.8491879350348119,5.7772802491969255,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-14,222.15,217.33,2.217825426770337,2.7806051633200823,7.427825330044979,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-15,222.7,222.15,0.2475804636506762,3.0493730044884426,6.6264483385999995,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-16,222.55,222.7,-0.06735518634933824,3.8642833807812638,4.478662973569336,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-17,223.11,222.55,0.2516288474500028,2.5981789754437656,3.574578710366283,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-20,224.79,223.11,0.7529917977679101,3.4325679841715306,4.310904872389787,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-21,224.18,224.79,-0.27136438453667644,0.9137969840198101,3.7198112334598132,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-22,225.14,224.18,0.4282273173342732,1.0956443646160663,4.178427652584316,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-24,225.38,225.14,0.10660033756773046,1.2716243540777272,5.185046903439572,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-27,225.09,225.38,-0.12867157689235853,0.8874546187978893,3.508691253563878,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-28,225.23,225.09,0.06219734328489768,0.19573824458383182,3.6350250770717185,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-29,225.33,225.23,0.044399058739963415,0.5129806405566928,1.431465226198525,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
2023-11-30,226.26,225.33,0.4127279989348809,0.49746824198277917,1.598563089357885,5.33,0.0,3.7,-0.174,307917.0,0.003,27768275.934065934,0.021,-64048.066666666666,0.16199999999999998
